canonical_no,legacy_no,num_id,slug,url,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url,content_bytes,content_sha256
112,103,180109075,liceberg-du-syndicalisme-agricole,https://giak.substack.com/p/liceberg-du-syndicalisme-agricole,2025-11-27T14:35:21.101Z,true,2025-11-27T14:35:21.315Z,2025-11-27T14:35:21.315Z,newsletter,everyone,L'Iceberg du Syndicalisme Agricole,"Fact-check de la tribune Martin, et ce que personne ne vous dit sur CR, FNSEA, RN et Avril",,18341,f2b15cdaf0d0c3f3a469811736d83d54ba8e32e11e95abf0a9f75dcddebacbfa
113,104,180086502,leffondrement-educatif-francais-50-fea,https://giak.substack.com/p/leffondrement-educatif-francais-50-fea,2025-11-27T07:14:33.804Z,true,2025-11-27T07:14:33.966Z,2025-11-27T07:14:33.966Z,newsletter,everyone,L'effondrement éducatif français : 50 ans de consensus silencieux,"Ni le ""woke"" ni les ""républicains"" - les données accusent tous les camps. Enquête.",,8490,04e31fe0ab7f30dddc90995c42547f77aa8ef0ffe00051e96c5f3788351fef99
114,105,180084168,energies-renouvelables-le-double,https://giak.substack.com/p/energies-renouvelables-le-double,2025-11-27T06:11:50.358Z,true,2025-11-27T06:11:50.471Z,2025-11-27T06:11:50.471Z,newsletter,everyone,Énergies renouvelables : Le double mensonge que personne ne veut voir,36% des Français peinent à payer leur facture. Ni Givernet ni le RN ne vous diront pourquoi.,,6906,36502e4c9bbe9a290c8fecc776b4fc7a655ea11a5663f1bbeee34180dfd14aaa
115,106,180081515,ukraine-ce-que-hayer-trump-et-zelenskyy,https://giak.substack.com/p/ukraine-ce-que-hayer-trump-et-zelenskyy,2025-11-27T05:04:40.360Z,true,2025-11-27T05:04:40.492Z,2025-11-27T05:04:40.492Z,newsletter,everyone,"Ukraine : Ce que Hayer, Trump et Zelenskyy cachent tous",Le plan de paix décodé. Appels leakés. Corruption. Profits de guerre.,,7306,bd05ba547bd80c742d579c97e791f1cbd2a7b28cb41054772bf2cc5f083f966b
116,107,180061326,qui-a-vraiment-la-tete-dans-le-sable,https://giak.substack.com/p/qui-a-vraiment-la-tete-dans-le-sable,2025-11-26T21:54:05.413Z,true,,,newsletter,everyone,Qui a vraiment « la tête dans le sable » ?,Caroline Fourest accuse les autres de liens russes. Son patron a rencontré le PDG de Gazprom.,,4095,c55767be32e2c40823ab4c463c8b80901df838e3bbf080ab290aade854b17e46
117,108,180056619,emprunt-force-des-riches-le-spectacle,https://giak.substack.com/p/emprunt-force-des-riches-le-spectacle,2025-11-26T20:40:44.830Z,true,2025-11-26T20:40:45.065Z,2025-11-26T20:40:45.065Z,newsletter,everyone,Emprunt forcé des riches : le spectacle politique derrière les 5 milliards,"Le gouvernement se contredit, le Sénat va rejeter, mais le PS marque des points",,4945,0c7c9acdfc7aae81947ddfb60677da314153b93eda7b86b8efd5dd458eb6a137
118,109,180054346,kallas-et-les-19-pays-ce-que-les,https://giak.substack.com/p/kallas-et-les-19-pays-ce-que-les,2025-11-26T20:11:11.978Z,true,2025-11-26T20:11:12.190Z,2025-11-26T20:11:12.190Z,newsletter,everyone,Kallas et les 19 pays : ce que les chiffres officiels révèlent,Le double standard occidental documenté par les sources américaines elles-mêmes,,5088,ef8fa26faa9ab091a64049bbd6a5a5665be25ca7279d4d1ccbb3f00b1089a2e5
119,110,180052771,qui-est-vraiment-louis-duclos,https://giak.substack.com/p/qui-est-vraiment-louis-duclos,2025-11-26T19:47:31.152Z,true,2025-11-26T19:47:31.359Z,2025-11-26T19:47:31.359Z,newsletter,everyone,Qui est vraiment Louis Duclos ?,L'accusateur qui collabore avec l'État accuse les autres de collaboration,,3807,9c490faa691aa55acf8edee4cd72ded8ad86a9cd5c283dbaeaaff6ff618b7634
120,111,180043331,le-double-discours-du-rn-sur-lagriculture,https://giak.substack.com/p/le-double-discours-du-rn-sur-lagriculture,2025-11-26T17:52:46.637Z,true,,,newsletter,everyone,Le double discours du RN sur l'agriculture,Bardella tweete sur le Mercosur. Ses votes racontent une autre histoire.,,5688,750c43d5bf73b0fb49cbdb511472e164a808fbbfe8e5504472d796751bd5cca1
121,112,180021752,bardella-et-lagriculture-le-grand-757,https://giak.substack.com/p/bardella-et-lagriculture-le-grand-757,2025-11-26T13:48:21.109Z,true,2025-11-26T13:48:21.238Z,2025-11-26T13:48:21.238Z,newsletter,everyone,BARDELLA ET L'AGRICULTURE : LE GRAND ÉCART,Le RN vote pour ce qu'il dénonce. Les faits.,,4785,e6d6d1cbf414662ea652619cb196b2aed958a3b4f61f69b4746a1ddbaf6cfa04
