claim_id,forensic_id,raw_kind,origin_refs,source_status,current_epi,disposition,support_fct_count,unique_source_urls,unique_source_families,primary_source_signal,quantitative_signal,causal_signal,e4_design_signal,evidence_level,classification_reason,scope,scope_reason
C-FM-0389,FM-0389,CAU,INV-028:CAU-001;INV-023:FCT-003;INV-023:FCT-004;INV-007:FCT-003,GAP,BOUNDED,RESOLVED,5,5,3,YES,YES,YES,NO,E3,R6 causal/mechanism claim constrained by multiple supports plus chronology/pre-decision/confounder evidence; causal generalisation remains bounded,LOCAL,local institution/site keyword
C-FM-0390,FM-0390,FCT,INV-028:FCT-001,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E3,R7 primary act/contract/register directly establishes the bounded fact/relation,LOCAL,local institution/site keyword
C-FM-0391,FM-0391,FCT,INV-028:FCT-002,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0394,FM-0394,CLM,INV-029:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,NATIONAL,explicit France/national keyword
C-FM-0395,FM-0395,CLM,INV-029:CLM-002,SATURATED,INFERENCE,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0398,FM-0398,AXS,INV-029:AXS-003,N/A,UNKNOWN,DEPRIORITIZED,0,0,0,NO,NO,NO,NO,E1,R1 non-finding/documentary gap only; underlying proposition remains UNKNOWN,OTHER,no safe geographic inference
C-FM-0399,FM-0399,CAU,INV-029:CAU-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,NATIONAL,explicit France/national keyword
C-FM-0400,FM-0400,FCT,INV-029:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0403,FM-0403,CLM,INV-030:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0404,FM-0404,CLM,INV-030:CLM-002,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0407,FM-0407,AXS,INV-030:AXS-003,N/A,UNKNOWN,DEPRIORITIZED,0,0,0,NO,NO,NO,NO,E1,R1 non-finding/documentary gap only; underlying proposition remains UNKNOWN,OTHER,no safe geographic inference
C-FM-0408,FM-0408,CAU,INV-030:CAU-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0409,FM-0409,FCT,INV-030:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0412,FM-0412,CLM,INV-031:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0414,FM-0414,CAU,INV-031:CAU-001,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0415,FM-0415,CAU,INV-031:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0416,FM-0416,CAU,INV-031:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0417,FM-0417,FCT,INV-031:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0421,FM-0421,CLM,INV-032:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0424,FM-0424,CAU,INV-032:CAU-001,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0425,FM-0425,CAU,INV-032:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0426,FM-0426,CAU,INV-032:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0427,FM-0427,FCT,INV-032:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0428,FM-0428,FCT,INV-032:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0432,FM-0432,CLM,INV-033:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0435,FM-0435,CAU,INV-033:CAU-001,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0436,FM-0436,CAU,INV-033:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0437,FM-0437,CAU,INV-033:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0438,FM-0438,FCT,INV-033:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0439,FM-0439,FCT,INV-033:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,REGIONAL,explicit regional keyword
C-FM-0440,FM-0440,FCT,INV-033:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0444,FM-0444,CLM,INV-034:CLM-001,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0445,FM-0445,CLM,INV-034:CLM-002,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0449,FM-0449,CAU,INV-034:CAU-001,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0450,FM-0450,CAU,INV-034:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0451,FM-0451,CAU,INV-034:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0452,FM-0452,FCT,INV-034:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0453,FM-0453,FCT,INV-034:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0454,FM-0454,FCT,INV-034:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0455,FM-0455,FCT,INV-034:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0456,FM-0456,FCT,INV-034:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0457,FM-0457,FCT,INV-034:FCT-006,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0461,FM-0461,CLM,INV-035:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0462,FM-0462,CLM,INV-035:CLM-002,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0465,FM-0465,CAU,INV-035:CAU-001,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0466,FM-0466,CAU,INV-035:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0467,FM-0467,CAU,INV-035:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0468,FM-0468,FCT,INV-035:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0469,FM-0469,FCT,INV-035:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0470,FM-0470,FCT,INV-035:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0471,FM-0471,FCT,INV-035:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0472,FM-0472,CLM,INV-036:CLM-001,SUPPORTED,INFERENCE,RESOLVED,3,1,1,YES,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0473,FM-0473,CLM,INV-036:CLM-002,SUPPORTED,INFERENCE,RESOLVED,3,2,1,YES,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0474,FM-0474,CLM,INV-036:CLM-003,SUPPORTED,INFERENCE,RESOLVED,6,2,1,YES,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0475,FM-0475,CLM,INV-036:CLM-004,SUPPORTED,INFERENCE,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0479,FM-0479,CAU,INV-036:CAU-001,SUPPORTED,INFERENCE,RESOLVED,4,2,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0480,FM-0480,CAU,INV-036:CAU-002,SUPPORTED,INFERENCE,RESOLVED,3,3,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0481,FM-0481,CAU,INV-036:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0482,FM-0482,FCT,INV-036:FCT-001,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0483,FM-0483,FCT,INV-036:FCT-002,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0484,FM-0484,FCT,INV-036:FCT-003,FACT,FACT,RESOLVED,1,1,1,YES,NO,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0485,FM-0485,FCT,INV-036:FCT-004,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0486,FM-0486,FCT,INV-036:FCT-005,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0487,FM-0487,FCT,INV-036:FCT-006,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0488,FM-0488,FCT,INV-036:FCT-007,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0489,FM-0489,FCT,INV-036:FCT-008,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0490,FM-0490,FCT,INV-036:FCT-009,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0491,FM-0491,FCT,INV-036:FCT-010,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0492,FM-0492,FCT,INV-036:FCT-011,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0493,FM-0493,FCT,INV-036:FCT-012,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0494,FM-0494,FCT,INV-036:FCT-013,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0495,FM-0495,FCT,INV-036:FCT-014,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0496,FM-0496,FCT,INV-036:FCT-015,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0497,FM-0497,CLM,INV-037:CLM-001,SUPPORTED,INFERENCE,RESOLVED,4,2,1,YES,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0498,FM-0498,CLM,INV-037:CLM-002,SUPPORTED,INFERENCE,RESOLVED,2,1,1,YES,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0499,FM-0499,CLM,INV-037:CLM-003,SUPPORTED,INFERENCE,RESOLVED,2,1,1,YES,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,LOCAL,local institution/site keyword
C-FM-0500,FM-0500,CLM,INV-037:CLM-004,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0507,FM-0507,CAU,INV-037:CAU-001,SUPPORTED,INFERENCE,RESOLVED,4,2,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0508,FM-0508,CAU,INV-037:CAU-002,SUPPORTED,INFERENCE,RESOLVED,2,1,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0509,FM-0509,CAU,INV-037:CAU-003,SUPPORTED,INFERENCE,RESOLVED,3,2,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0510,FM-0510,FCT,INV-037:FCT-001,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0511,FM-0511,FCT,INV-037:FCT-002,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0512,FM-0512,FCT,INV-037:FCT-003,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0513,FM-0513,FCT,INV-037:FCT-004,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0514,FM-0514,FCT,INV-037:FCT-005,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0515,FM-0515,FCT,INV-037:FCT-006,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0516,FM-0516,FCT,INV-037:FCT-007,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0517,FM-0517,FCT,INV-037:FCT-008,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0519,FM-0519,CLM,INV-038:CLM-001,SUPPORTED,INFERENCE,RESOLVED,2,1,2,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0520,FM-0520,CLM,INV-038:CLM-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0521,FM-0521,CLM,INV-038:CLM-003,SUPPORTED,INFERENCE,RESOLVED,2,2,1,NO,NO,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0524,FM-0524,CAU,INV-038:CAU-001,SUPPORTED,INFERENCE,RESOLVED,3,3,2,NO,NO,YES,NO,E3,R6 causal/mechanism claim constrained by multiple supports plus chronology/pre-decision/confounder evidence; causal generalisation remains bounded,LOCAL,local institution/site keyword
C-FM-0525,FM-0525,CAU,INV-038:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,NO,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0526,FM-0526,FCT,INV-038:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0527,FM-0527,FCT,INV-038:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0528,FM-0528,FCT,INV-038:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0529,FM-0529,FCT,INV-038:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0530,FM-0530,FCT,INV-038:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0531,FM-0531,FCT,INV-038:FCT-006,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0532,FM-0532,FCT,INV-038:FCT-007,FACT,FACT,RESOLVED,1,1,2,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0535,FM-0535,CLM,INV-039:CLM-001,SUPPORTED,INFERENCE,RESOLVED,5,2,1,YES,NO,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0536,FM-0536,CLM,INV-039:CLM-002,SUPPORTED,INFERENCE,RESOLVED,5,2,1,YES,NO,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0539,FM-0539,CAU,INV-039:CAU-001,SUPPORTED,INFERENCE,RESOLVED,5,2,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0540,FM-0540,FCT,INV-039:FCT-001,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0541,FM-0541,FCT,INV-039:FCT-002,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0542,FM-0542,FCT,INV-039:FCT-003,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0543,FM-0543,FCT,INV-039:FCT-004,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0544,FM-0544,FCT,INV-039:FCT-005,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0545,FM-0545,FCT,INV-039:FCT-006,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0547,FM-0547,CLM,INV-040:CLM-001,SUPPORTED,INFERENCE,RESOLVED,3,2,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0548,FM-0548,CLM,INV-040:CLM-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,NO,YES,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0549,FM-0549,CLM,INV-040:CLM-003,SUPPORTED,INFERENCE,RESOLVED,2,2,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0552,FM-0552,CAU,INV-040:CAU-001,SUPPORTED,INFERENCE,RESOLVED,3,2,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0553,FM-0553,CAU,INV-040:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,NO,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0554,FM-0554,FCT,INV-040:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0555,FM-0555,FCT,INV-040:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0556,FM-0556,FCT,INV-040:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0557,FM-0557,FCT,INV-040:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0558,FM-0558,FCT,INV-040:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0559,FM-0559,FCT,INV-040:FCT-006,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0560,FM-0560,FCT,INV-040:FCT-007,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0566,FM-0566,CLM,INV-041:CLM-001,SUPPORTED,INFERENCE,RESOLVED,6,6,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,NATIONAL,explicit France/national keyword
C-FM-0568,FM-0568,CAU,INV-041:CAU-001,SUPPORTED,INFERENCE,RESOLVED,4,4,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0569,FM-0569,FCT,INV-041:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0570,FM-0570,FCT,INV-041:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0571,FM-0571,FCT,INV-041:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0572,FM-0572,FCT,INV-041:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0573,FM-0573,FCT,INV-041:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
