id,workstream,kind,title,coverage_initial,evaluation,decision,depth,priority,status,dependencies,truth_engine,renard,renard_reason,corpus_refs,result_path,next_action,created_at,updated_at,notes,coverage_current,utility,item_type,execution_mode,parent_id,merged_into,wave,gate,coverage_basis,structure_note
INV-080,W6,INVESTIGATION,"Sanction administrative sans condamnation judiciaire : gel des avoirs, expulsions, interdictions, réputation et seuil de preuve",SUBSTANTIAL_PRIOR,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A006:209222653.du-narratif-a-lingerence-le-seuil;A087:182502562.la-justice-spectrale-lere-du-bannissement,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-081,W7,INVESTIGATION,Propriété réelle des médias français : reconstruire les chiffres sans reprendre 9 milliardaires/80-90 % sans dénominateur,SUBSTANTIAL_PRIOR,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A014:202848231.lecart-legalitelegitimite-la-signature;A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A025:199654938.medias-censure-et-desinformation;A036:199422722.la-caste-parasite-qui-gouverne-la;A049:193809543.audiovisuel-public-anatomie-dune;A091:181572197.lindustrie-de-linfluence-enquete,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Inclut désormais ex-INV-083 : propriété + dépendances économiques dans une même économie politique des médias. Ordre non figé : sélection dynamique après chaque résultat.
INV-082,W7,INVESTIGATION,Concentration économique versus concentration éditoriale : quelle causalité peut réellement être démontrée ?,PARTIAL,CONFIRMED,SYNTHESIZE,SYNTHESIS,P1,BLOCKED,INV-081;INV-085,NOT_RUN,UNDECIDED,,A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A025:199654938.medias-censure-et-desinformation;A049:193809543.audiovisuel-public-anatomie-dune;A091:181572197.lindustrie-de-linfluence-enquete,,Attendre les investigations constitutives ; synthétiser seulement les deltas probatoires.,2026-09-05,2026-09-05,,PARTIAL,HIGH,SYNTHESIS,SYNTHESIS,,,SYNTH,DEPENDENCIES_DONE,MEDIUM,"Ancien backlog trop plat : cette entrée est une synthèse dépendante, pas un run primaire."
INV-083,W7,INVESTIGATION,"Dépendances économiques des rédactions : propriétaires, annonceurs, abonnements, subventions, plateformes",NEW,CONFIRMED,MERGE,RECHECK,P1,MERGED,,NOT_RUN,UNDECIDED,,A025:199654938.medias-censure-et-desinformation;A049:193809543.audiovisuel-public-anatomie-dune;A091:181572197.lindustrie-de-linfluence-enquete,,Traité comme axe/cas dans INV-081; aucun run séparé.,2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,MERGED,MERGED,INV-081,INV-081,N/A,N/A,MEDIUM,"Recouvrement structurel jugé trop fort ; préserver l’ID pour traçabilité, exécuter dans INV-081."
INV-084,W7,INVESTIGATION,"AFP, Reuters, AP : pouvoir des agences sur la définition de l’agenda informationnel",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A008:208733314.la-fabrique-de-la-menace-comment,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-085,W7,INVESTIGATION,Sélection des sujets avant même leur traitement : pouvoir éditorial en amont du verdict,SUBSTANTIAL_PRIOR,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A008:208733314.la-fabrique-de-la-menace-comment;A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A025:199654938.medias-censure-et-desinformation;A091:181572197.lindustrie-de-linfluence-enquete,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Inclut désormais ex-INV-086 : sélection des sujets + sélection des experts comme gatekeeping éditorial. Ordre non figé : sélection dynamique après chaque résultat.
INV-086,W7,INVESTIGATION,"Plateaux d’experts et pluralisme artificiel : sélection, cadrage, composition et fenêtres d’Overton",PARTIAL,CONFIRMED,MERGE,RECHECK,P1,MERGED,,NOT_RUN,UNDECIDED,,A008:208733314.la-fabrique-de-la-menace-comment;A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A025:199654938.medias-censure-et-desinformation;A091:181572197.lindustrie-de-linfluence-enquete,,Traité comme axe/cas dans INV-085; aucun run séparé.,2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,MERGED,MERGED,INV-085,INV-085,N/A,N/A,STRONG,"Recouvrement structurel jugé trop fort ; préserver l’ID pour traçabilité, exécuter dans INV-085."
INV-087,W7,INVESTIGATION,"Sondages comme technologie d’influence : formulation, publication, horse-race politics, effets d’entraînement",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A059:191154925.pourquoi-les-electeurs-francais-votent,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-088,W7,INVESTIGATION,Fact-checking comme infrastructure de qualification : consolidation des enquêtes existantes,SUBSTANTIAL_PRIOR,CONFIRMED,SYNTHESIZE,SYNTHESIS,P1,BLOCKED,INV-045;INV-079;INV-089;INV-090;INV-091,NOT_RUN,UNDECIDED,,A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A072:186844276.tristan-mendes-france-la-machine,,Attendre les investigations constitutives ; synthétiser seulement les deltas probatoires.,2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,SYNTHESIS,SYNTHESIS,,,SYNTH,DEPENDENCIES_DONE,STRONG,"Ancien backlog trop plat : cette entrée est une synthèse dépendante, pas un run primaire."
INV-089,W7,INVESTIGATION,Trusted flaggers et intermédiaires de modération : pouvoir sans responsabilité directe,PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A071:186904003.larchitecture-de-la-censure-europeenne;A074:186286764.ce-que-macron-appelle-protection,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,CASE,RECHECK_EXTEND,INV-088,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-090,W7,INVESTIGATION,"Shadow banning, démonétisation, déréférencement et friction algorithmique : existence, fréquence, recours",PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A071:186904003.larchitecture-de-la-censure-europeenne;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,CASE,RECHECK_EXTEND,INV-088,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-091,W7,INVESTIGATION,Moteurs de recherche et recommandation : structuration de l’exposition politique sans produire de contenu,NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A020:199655242.le-numerique-colonise-70-des-donnees;A071:186904003.larchitecture-de-la-censure-europeenne,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,CASE,DEEPEN,INV-088,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-092,W7,INVESTIGATION,"IA générative, deepfakes et opérations d’influence automatisées : changement d’échelle réel ou panique anticipatoire ?",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-093,W8,INVESTIGATION,"Financement des campagnes françaises : argent, prêts, micro-partis, prestations, contournements possibles",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A003:210245443.limpossible-rassemblement;A039:198659211.opposition-controlee-anatomie-dun;A101:180309272.ladieu-aux-partis-du-diagnostic-de,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,MEDIUM,Ordre non figé : sélection dynamique après chaque résultat.
INV-094,W8,INVESTIGATION,Financement étranger direct ou indirect des partis et candidats européens,PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A116:180061326.qui-a-vraiment-la-tete-dans-le-sable;A119:180052771.qui-est-vraiment-louis-duclos,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,CASE,DEEPEN,INV-093,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-095,W8,INVESTIGATION,"Sélection des candidats avant l’élection : partis, financeurs, réseaux, médias, grandes écoles et cooptation",NEW,CONFIRMED,SYNTHESIZE,SYNTHESIS,P1,BLOCKED,INV-093;INV-094;INV-119;INV-081,NOT_RUN,UNDECIDED,,A003:210245443.limpossible-rassemblement;A014:202848231.lecart-legalitelegitimite-la-signature;A036:199422722.la-caste-parasite-qui-gouverne-la;A039:198659211.opposition-controlee-anatomie-dun;A053:193017697.comment-la-richesse-verrouille-le;A068:187674415.le-triangle-de-la-capture-le-mecanisme;A101:180309272.ladieu-aux-partis-du-diagnostic-de,,Attendre les investigations constitutives ; synthétiser seulement les deltas probatoires.,2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,SYNTHESIS,SYNTHESIS,,,SYNTH,DEPENDENCIES_DONE,STRONG,"Ancien backlog trop plat : cette entrée est une synthèse dépendante, pas un run primaire."
INV-096,W8,INVESTIGATION,Microtargeting électoral et données personnelles en France/UE,NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A071:186904003.larchitecture-de-la-censure-europeenne;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-097,W8,INVESTIGATION,"Bots, faux comptes, astroturfing et amplification artificielle pendant les élections",PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A004:210182384.lingerence-sans-mesure;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A071:186904003.larchitecture-de-la-censure-europeenne,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-098,W8,INVESTIGATION,"Achat de votes, clientélisme et redistribution électoraliste : formes modernes et réalité française",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,NEW,HIGH,PRIMARY,GREENFIELD,,,MAIN_DYNAMIC,PILOT_VALIDATED,NO_SUBSTANTIAL_PRIOR_IDENTIFIED,Ordre non figé : sélection dynamique après chaque résultat.
INV-099,W8,INVESTIGATION,"Fraude électorale réelle versus industrie de l’accusation de fraude : fréquence, mécanismes, vérifiabilité",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,NEW,HIGH,PRIMARY,GREENFIELD,,,MAIN_DYNAMIC,PILOT_VALIDATED,NO_SUBSTANTIAL_PRIOR_IDENTIFIED,Ordre non figé : sélection dynamique après chaque résultat.
INV-100,W8,INVESTIGATION,Annulation ou neutralisation judiciaire/administrative d’une élection : Roumanie et comparaisons internationales,PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A006:209222653.du-narratif-a-lingerence-le-seuil;A057:192293819.la-democratie-en-cage,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-101,W8,INVESTIGATION,"Référendum, RIC et accès du peuple à la décision : qui peut initier la question ?",SUBSTANTIAL_PRIOR,CONFIRMED,DEFER,RECHECK,P1,DEFERRED,,NOT_RUN,UNDECIDED,,A003:210245443.limpossible-rassemblement;A007:206399715.le-peuple-nexiste-que-sur-convocation;A010:205911763.le-verrou-invisible-anatomie-du-ric;A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A037:199049245.le-changement-de-regime-pourquoi;A038:199724760.le-peuple-est-le-seul-souverain-le;A057:192293819.la-democratie-en-cage;A101:180309272.ladieu-aux-partis-du-diagnostic-de,,Réactiver seulement si l’article traite explicitement des alternatives institutionnelles.,2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,DEFER_CONTEXT,DEFER,,,DEFER,ARTICLE_NEEDS_DEMOCRATIC_ALTERNATIVES,STRONG,"Pertinent comme sortie normative, pas nécessaire pour établir les mécanismes d’influence."
INV-102,W8,INVESTIGATION,"Consentement sans choix réel : verrou institutionnel, offre politique, abstention, vote stratégique et légitimité",PARTIAL,CONFIRMED,SYNTHESIZE,SYNTHESIS,P1,BLOCKED,INV-093;INV-095;INV-098;INV-099;INV-100,NOT_RUN,UNDECIDED,,A003:210245443.limpossible-rassemblement;A007:206399715.le-peuple-nexiste-que-sur-convocation;A010:205911763.le-verrou-invisible-anatomie-du-ric;A014:202848231.lecart-legalitelegitimite-la-signature;A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A037:199049245.le-changement-de-regime-pourquoi;A038:199724760.le-peuple-est-le-seul-souverain-le;A041:198170736.le-paradoxe-francais-66-de-colere;A057:192293819.la-democratie-en-cage;A059:191154925.pourquoi-les-electeurs-francais-votent;A101:180309272.ladieu-aux-partis-du-diagnostic-de,,Attendre les investigations constitutives ; synthétiser seulement les deltas probatoires.,2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,SYNTHESIS,SYNTHESIS,,,SYNTH,DEPENDENCIES_DONE,STRONG,"Ancien backlog trop plat : cette entrée est une synthèse dépendante, pas un run primaire."
INV-103,W9,INVESTIGATION,Défiance institutionnelle française : mesurer précisément qui n’est plus cru et pourquoi,PARTIAL,CONFIRMED,DO,DEEPEN,P1,BLOCKED,,NOT_RUN,UNDECIDED,,A010:205911763.le-verrou-invisible-anatomie-du-ric;A014:202848231.lecart-legalitelegitimite-la-signature;A021:199655311.la-justice-fantome-020-du-pib-86;A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A041:198170736.le-paradoxe-francais-66-de-colere;A057:192293819.la-democratie-en-cage;A059:191154925.pourquoi-les-electeurs-francais-votent;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A106:180194877.407-mensonges-lautopsie-dun-systeme,,Wait for human review/acceptance of METHOD_PACK v0.1; then execute pilots one by one.,2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,PILOT,HUMAN_REVIEW_METHOD_PACK,STRONG,Pilot choisi pour tester une famille probatoire distincte.
INV-104,W9,INVESTIGATION,Mensonge institutionnel → défiance → vulnérabilité à la manipulation : la boucle causale existe-t-elle ?,NEW,CONFIRMED,SYNTHESIZE,SYNTHESIS,P1,BLOCKED,INV-103;INV-106;INV-107;INV-111;INV-112,NOT_RUN,UNDECIDED,,A008:208733314.la-fabrique-de-la-menace-comment;A014:202848231.lecart-legalitelegitimite-la-signature;A041:198170736.le-paradoxe-francais-66-de-colere;A065:189043675.la-machine-a-silence;A072:186844276.tristan-mendes-france-la-machine;A077:185893876.budget-2026-larchitecture-du-mensonge;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste;A106:180194877.407-mensonges-lautopsie-dun-systeme;A111:180120693.macron-et-la-paix-en-ukraine-ce-que,,Attendre les investigations constitutives ; synthétiser seulement les deltas probatoires.,2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,SYNTHESIS,SYNTHESIS,,,SYNTH,DEPENDENCIES_DONE,STRONG,"Ancien backlog trop plat : cette entrée est une synthèse dépendante, pas un run primaire."
INV-105,W9,INVESTIGATION,"Autorité, conformisme et obéissance : ce que Milgram, Asch et recherches contemporaines permettent réellement d’extrapoler",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A052:193239406.oak-island-le-mecanisme-de-capture;A070:187237034.de-lombre-des-cavernes-a-lecran-lumineux;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,MEDIUM,Ordre non figé : sélection dynamique après chaque résultat.
INV-106,W9,INVESTIGATION,"Peur et production de menace : terrorisme, guerre, pandémie, climat, immigration, cybermenaces",PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A008:208733314.la-fabrique-de-la-menace-comment;A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A058:191802696.la-guerre-des-autres;A071:186904003.larchitecture-de-la-censure-europeenne;A075:186127641.limpasse-persique-pourquoi-loccident;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A090:181766389.les-telegraphistes-de-la-terreur;A104:180261963.democratie-rare-en-temps-de-guerre-82a;A105:180223640.larmee-potemkine-quand-le-spectre,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-107,W9,INVESTIGATION,Moral panics et politiques publiques : comment un événement devient urgence collective,NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A008:208733314.la-fabrique-de-la-menace-comment;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A075:186127641.limpasse-persique-pourquoi-loccident;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A096:180734703.abattage-massif-en-savoie-la-france,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-108,W9,INVESTIGATION,"Identité politique, tribalisme et raisonnement motivé : pourquoi les faits seuls échouent",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A059:191154925.pourquoi-les-electeurs-francais-votent;A069:187436825.darwin-et-evolution-enquete-sur-les;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,MEDIUM,Ordre non figé : sélection dynamique après chaque résultat.
INV-109,W9,INVESTIGATION,"Illusory truth, répétition et familiarité : limites réelles du pouvoir propagandiste",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A008:208733314.la-fabrique-de-la-menace-comment;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-110,W9,INVESTIGATION,"Learned helplessness, efficacité politique et résignation démocratique",NEW,CONFIRMED,CONDITIONAL,DEEPEN,P1,CONDITIONAL,INV-103,NOT_RUN,UNDECIDED,,A041:198170736.le-paradoxe-francais-66-de-colere;A052:193239406.oak-island-le-mecanisme-de-capture;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,N’activer qu’en reformulant vers efficacité politique/résignation avec littérature empirique contemporaine.,2026-09-05,2026-09-05,,PARTIAL,HIGH,CONDITIONAL_CASE,CONDITIONAL,,,COND,EMPIRICAL_POLITICAL_EFFICACY_GAP,MEDIUM,Évite d’extrapoler abusivement le concept de learned helplessness à la politique.
INV-111,W9,INVESTIGATION,Économie de l’indignation : médias et plateformes transforment-ils la colère en produit plutôt qu’en action ?,PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A008:208733314.la-fabrique-de-la-menace-comment;A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A025:199654938.medias-censure-et-desinformation;A065:189043675.la-machine-a-silence;A072:186844276.tristan-mendes-france-la-machine;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A091:181572197.lindustrie-de-linfluence-enquete,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-112,W9,INVESTIGATION,"Complotisme comme symptôme, marché et instrument politique : causes réelles, exploitations et erreurs institutionnelles",PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A008:208733314.la-fabrique-de-la-menace-comment;A059:191154925.pourquoi-les-electeurs-francais-votent;A069:187436825.darwin-et-evolution-enquete-sur-les;A072:186844276.tristan-mendes-france-la-machine;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-113,W10,IDEA,"Franc-maçonnerie : sociologie des réseaux, accès, cooptation et décisions démontrables",NEW,CONFIRMED,CONDITIONAL,UNKNOWN,P2,CONDITIONAL,INV-132,NOT_RUN,UNDECIDED,,A055:192483249.ce-nest-pas-du-satanisme-cest-une;A010:205911763.le-verrou-invisible-anatomie-du-ric,,"Activer seulement si INV-132 établit un lead matériel, discriminant et documentable.",2026-09-05,2026-09-05,,PARTIAL,MEDIUM,CONDITIONAL_CASE,CONDITIONAL,INV-132,,COND,MATERIAL_LEAD_FROM_INV-132,THIN,Évite les deep-dives de réseau par simple notoriété ou proximité narrative.
INV-114,W10,IDEA,"Le Siècle : composition, circulation des élites, accès et influence démontrable",NEW,CONFIRMED,CONDITIONAL,UNKNOWN,P2,CONDITIONAL,INV-132,NOT_RUN,UNDECIDED,,A036:199422722.la-caste-parasite-qui-gouverne-la;A055:192483249.ce-nest-pas-du-satanisme-cest-une,,"Activer seulement si INV-132 établit un lead matériel, discriminant et documentable.",2026-09-05,2026-09-05,,PARTIAL,MEDIUM,CONDITIONAL_CASE,CONDITIONAL,INV-132,,COND,MATERIAL_LEAD_FROM_INV-132,THIN,Évite les deep-dives de réseau par simple notoriété ou proximité narrative.
INV-115,W10,IDEA,"Bilderberg : participants, agenda, réseaux, mythes et effets réellement traçables",NEW,CONFIRMED,CONDITIONAL,UNKNOWN,P2,CONDITIONAL,INV-132,NOT_RUN,UNDECIDED,,A055:192483249.ce-nest-pas-du-satanisme-cest-une,,"Activer seulement si INV-132 établit un lead matériel, discriminant et documentable.",2026-09-05,2026-09-05,,PARTIAL,MEDIUM,CONDITIONAL_CASE,CONDITIONAL,INV-132,,COND,MATERIAL_LEAD_FROM_INV-132,THIN,Évite les deep-dives de réseau par simple notoriété ou proximité narrative.
INV-116,W10,IDEA,"WEF / Young Global Leaders : sélection, réseaux, idées, trajectoires et limites des inférences de contrôle",NEW,CONFIRMED,CONDITIONAL,UNKNOWN,P2,CONDITIONAL,INV-132,NOT_RUN,UNDECIDED,,A044:194695720.larchitecture-a-luvre;A054:192726440.le-vampire-de-la-croissance;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Activer seulement si INV-132 établit un lead matériel, discriminant et documentable.",2026-09-05,2026-09-05,,PARTIAL,MEDIUM,CONDITIONAL_CASE,CONDITIONAL,INV-132,,COND,MATERIAL_LEAD_FROM_INV-132,THIN,Évite les deep-dives de réseau par simple notoriété ou proximité narrative.
