inv,src_id,tier,family,ref,title,date,url
INV-093,SRC-009,◈,fam:B,CNCCFP-RA-2017,CNCCFP — Rapport d'activité 2017,2018-04-30,https://www.cnccfp.fr/wp-content/uploads/2017/05/cnccfp_rapport_activite_2017.pdf
INV-093,SRC-010,◈,fam:B,CNCCFP-PRES-2022-DECISIONS,Présidentielle 2022 — décisions CNCCFP,2023-01-27,https://cnccfp.fr/election-presidentielle-des-10-et-24-avril-2022-publication-au-journal-officiel-des-decisions-de-la-commission/
INV-093,SRC-011,◈,fam:B,CNCCFP-RA-2022-PRES,"CNCCFP — Rapport d'activité 2022, tiré à part présidentielle",2023-06-15,https://www.cnccfp.fr/wp-content/uploads/2023/06/cnccfp-rapport_activite_2022-synthese.pdf
INV-093,SRC-012,◈,fam:B,CNCCFP-RA-2023,CNCCFP — Rapport d'activité 2023,2024-06-01,https://www.cnccfp.fr/wp-content/uploads/2024/06/cnccfp-rapport_2023-web.pdf
INV-093,SRC-013,◈,fam:D,ECLI:FR:CCASS:2024:CR00817,"Cour de cassation, crim., 19 juin 2024, n°23-82.194",2024-06-19,https://www.courdecassation.fr/decision/6672836f8111810008ba932a
INV-093,SRC-014,◉,fam:E,VIEPUB-CNCCFP-RA-2024,CNCCFP — Rapport d'activité 2024 (diffusion Vie-publique),2025-07-01,https://www.vie-publique.fr/files/rapport/pdf/299362.pdf
INV-100,SRC-001,◈,fam:other:romania-ccr,CCR-H32-2024,Hotararea nr. 32 din 6 decembrie 2024 privind anularea procesului electoral,2024-12-06,https://legislatie.just.ro/Public/FormaPrintabila/00000G2OH5FWE05C8WF3A5SI29IWJBGG
INV-100,SRC-002,◈,fam:other:romania-ccr,CCR-H31-2024,Hotararea nr. 31 din 2 decembrie 2024 privind rezultatul primului tur,2024-12-02,https://legislatie.just.ro/public/DetaliiDocument/291969
INV-100,SRC-003,◈,fam:other:romania-ccr,CCR-H30-2024,Hotararea nr. 30 din 2 decembrie 2024 privind cererea de anulare Terhes,2024-12-02,https://legislatie.just.ro/public/DetaliiDocument/292331
INV-100,SRC-004,◈,fam:other:romania-aep,AEP-R4471-2025,Raport nr. 4.471 din 5 martie 2025 privind veniturile si cheltuielile electorale Calin Georgescu,2025-07-23,https://legislatie.just.ro/public/DetaliiDocument/299977
INV-100,SRC-005,◈,fam:other:venice-commission,CDL-AD-2025-003,Urgent Report on the Cancellation of Election Results by Constitutional Courts CDL-AD(2025)003,2025-03-18,https://www.venice.coe.int/webforms/documents/default.aspx?pdffile=CDL-AD%282025%29003-e
INV-100,SRC-006,◈,fam:other:echr,ECHR-GEORGESCU-2025-03-06,Inadmissibility decision concerning Romania - Calin Georgescu v Romania,2025-03-06,https://www.echr.coe.int/w/inadmissiblity-decision-concerning-romania-1
INV-100,SRC-007,◈,fam:other:osce-odihr,ODIHR-ROMANIA-2025-FINAL,Romania Repeat Presidential Election 4 and 18 May 2025 Final Report,2025-10-28,https://odihr.osce.org/odihr/elections/romania/600295
INV-100,SRC-008,◈,fam:other:austria-vfgh,VFGH-WI6-2016,2016 Run-off Election of the Federal President,2016-07-01,https://www.vfgh.gv.at/timeline/2016__Bundespraesidentenstichwahl.en.html
INV-100,SRC-009,◈,fam:other:eu-commission,EC-TIKTOK-ROMANIA-2024-12-17,Commission opens formal proceedings against TikTok on election risks under the DSA,2024-12-17,https://digital-strategy.ec.europa.eu/en/news/commission-opens-formal-proceedings-against-tiktok-election-risks-under-digital-services-act
INV-100,SRC-010,◈,fam:other:romania-ccr,CCR-H7-2025,Hotararea nr. 7 din 11 martie 2025 privind candidatura Calin Georgescu,2025-03-11,https://legislatie.just.ro/public/DetaliiDocument/295597
INV-100,SRC-011,◉,fam:other:media-snoop,SNOOP-PNL-TIKTOK-2024-12-20,ANAF a descoperit ca PNL a platit o campanie care l-a promovat masiv pe Calin Georgescu pe TikTok,2024-12-20,https://snoop.ro/anaf-a-descoperit-ca-pnl-a-platit-o-campanie-care-l-a-promovat-masiv-pe-calin-georgescu-pe-tiktok/
INV-100,SRC-012,◉,fam:other:media-agerpres,AGERPRES-GEORGESCU-POTRA-2026-08-06,ICCJ dispune inceperea judecatii pe fond in dosarul Georgescu - gruparea Potra,2026-08-06,https://agerpres.ro/news-alert/2026/08/06/iccj-dispune-inceperea-judecatii-pe-fond-in-dosarul-georgescu---gruparea-potra--1582763
INV-103,SRC-001,◈,fam:other:cevipof,CEVIPOF-BCP-W17-NEWS-2026,"Baromètre de la confiance politique CEVIPOF 2026 : la confiance s’effondre en politique, la proximité fait figure de refuge",2026-02-09,https://www.sciencespo.fr/cevipof/fr/actualites/barometre-de-la-confiance-politique-cevipof-2026-la-confiance-s-effondre-en-politique-la-proximite-fait-figure-de-refuge/
INV-103,SRC-002,◈,fam:other:cevipof,CEVIPOF-BCP-W17-RESULTS-2026,Baromètre de la confiance politique - Vague 17 - Résultats,2026-02-09,https://www.sciencespo.fr/cevipof/sites/sciencespo.fr.cevipof/files/Barometre_confiance_CEVIPOFVague17_fev2026_vd1.pdf
INV-103,SRC-003,◈,fam:other:cevipof,CEVIPOF-BCP-RETRO-2009-2024,15 ans de confiance politique : bilan du Baromètre,2024 (exact day not stated in retrieved PDF),https://www.sciencespo.fr/cevipof/sites/sciencespo.fr.cevipof/files/Bilan%2015ans%20Baro_FC_BD.pdf
INV-103,SRC-004,◉,fam:other:cevipof,CEVIPOF-FARDE-POLICE-JUSTICE-2026,Pourquoi les Français font-ils davantage confiance à la police qu’à la justice ?,2026-08-27,https://www.sciencespo.fr/cevipof/fr/actualites/pourquoi-les-francais-font-ils-davantage-confiance-a-la-police-qu-a-la-justice/
INV-103,SRC-005,◉,fam:other:cevipof,CEVIPOF-BCP-W14-JUSTICE-2023,La confiance dans la justice comme test démocratique,2023-05,https://www.sciencespo.fr/cevipof/sites/sciencespo.fr.cevipof/files/NoteBaroV14_LR_confiancedanslajustice_mai2023_VF-1.pdf
INV-103,SRC-006,◉,fam:other:cevipof,CEVIPOF-BCP-W13-POLICE-2022,Méfiance et confiance dans la police : une analyse sociologique,2022-06,https://www.sciencespo.fr/cevipof/sites/sciencespo.fr.cevipof/files/NoteBaroV13_LR_confiancepolice_juin2022_VF.pdf
INV-103,SRC-007,◈,fam:other:oecd,OECD-TRUST-2026-FRANCE,Résultats 2026 de l’enquête de l’OCDE sur les déterminants de la confiance dans les institutions publiques : France,2026-06-29,https://www.oecd.org/fr/publications/2026/06/oecd-survey-on-drivers-of-trust-in-public-institutions-2026-results-country-notes_6dae3a76/france_8cc554a8.html
INV-103,SRC-008,◉,fam:other:reuters-institute,RISJ-DNR-2026-FRANCE,Digital News Report 2026 - France,2026-06-16,https://reutersinstitute.politics.ox.ac.uk/digital-news-report/2026/france
INV-124,SRC-001,◈,fam:A,BDF-DAC,Banque de France — droit au compte bancaire,n.d.,https://www.banque-france.fr/fr/a-votre-service/particuliers/droit-au-compte-bancaire
INV-124,SRC-002,◈,fam:B,LEGIARTI000044605348,Code monétaire et financier — article L312-1,2021-12-27,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000044605348/2026-04-09
INV-124,SRC-003,◈,fam:B,LEGIARTI000038614561,Code monétaire et financier — article L312-1-1,2019-05-24,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000038614561/2026-05-20
INV-124,SRC-004,◈,fam:C,CELEX-32014L0092,Directive 2014/92/EU — payment accounts,2014-08-28,https://eur-lex.europa.eu/legal-content/FR-EN/TXT/?uri=CELEX%3A32014L0092
INV-124,SRC-005,◈,fam:D,EBA-OP-2022-01-PR,EBA — detrimental impact of unwarranted de-risking,2022-01-05,https://www.eba.europa.eu/publications-and-media/press-releases/eba-alerts-detrimental-impact-unwarranted-de-risking-and
INV-124,SRC-006,◈,fam:D,EBA-GL-2023-04-PR,EBA — Guidelines to challenge unwarranted de-risking,2023-03-31,https://eba.europa.eu/publications-and-media/press-releases/eba-issues-guidelines-challenge-unwarranted-de-risking-and
INV-124,SRC-007,◈,fam:D,EBA-CTR-2024-25,EBA Consumer Trends Report 2024/25,2025-03-01,https://www.eba.europa.eu/sites/default/files/2025-03/514b651f-091b-42d3-b738-1fae79264044/Consumer%20Trends%20Report%202024-2025.pdf
INV-124,SRC-008,◈,fam:E,EC-FISMA-SANCTIONS-OVERVIEW,European Commission — overview of EU sanctions,2025-12-01,https://finance.ec.europa.eu/eu-and-world/sanctions-restrictive-measures/overview-sanctions-and-related-resources_en
INV-124,SRC-009,◈,fam:E,EC-FISMA-ASSET-FREEZE-2026,European Commission — asset freeze and prohibition to provide funds/economic resources,2026-05-06,https://finance.ec.europa.eu/publications/asset-freeze-and-prohibition-provide-funds-or-economic-resources_en
INV-124,SRC-010,◈,fam:other:fca,FCA-2023-ACCOUNT-CLOSURES,FCA — initial findings on bank account access and closures,2023-09-19,https://www.fca.org.uk/news/press-releases/fca-sets-out-initial-findings-bank-account-access-and-closures
INV-124,SRC-011,◈,fam:other:fca,FCA-2024-ACCOUNT-CLOSURES,FCA — UK payment accounts access and closures update,2024-09-04,https://www.fca.org.uk/publications/corporate-documents/uk-payment-accounts-access-and-closures-update
INV-124,SRC-012,◈,fam:other:natwest,NWG-TS-PHASE1,NatWest/Travers Smith — Phase 1 Farage closure review,2023-10-27,https://www.natwestgroup.com/news-and-insights/news-room/press-releases/our-updates/2023/oct/key-findings-from-phase-1-of-travers-smith-review.html
INV-124,SRC-013,◈,fam:other:natwest,NWG-TS-PHASE2,NatWest/Travers Smith — Phase 2 Coutts closure review,2023-12-15,https://www.natwestgroup.com/news-and-insights/news-room/press-releases/our-updates/2023/dec/key-findings-from-phase-2-of-travers-smith-review.html
INV-124,SRC-014,◈,fam:other:hmt,HMT-2024-TERMINATIONS,HM Treasury — payment service contract termination rule changes,2024-03-14,https://www.gov.uk/government/publications/payment-service-contract-termination-rule-changes-draft-si-and-policy-note
INV-134,SRC-001,◈,fam:other:reuters,REUTERS-PLOVDIV-INITIAL,Reuters initial Plovdiv attribution claim,2025-09-01,https://www.reuters.com/world/europe/eu-says-von-der-leyens-plane-gps-system-was-jammed-russian-interference-2025-09-01/
INV-134,SRC-002,◈,fam:other:eu-commission,EC-PLOVDIV-FOLLOWUP,European Commission Plovdiv follow-up briefing,2025-09-04,https://audiovisual.ec.europa.eu/en/media/video/I-276622
INV-134,SRC-003,◈,fam:other:bta,BTA-PLOVDIV,Bulgarian News Agency PM Plovdiv statement,2025-09-04,https://www.bta.bg/en/news/bulgaria/960380-pm-zhelyazkov-no-gps-interference-detected-during-plovdiv-landing-
INV-134,SRC-004,◈,fam:other:flightradar24,FR24-PLOVDIV,Flightradar24 Plovdiv technical analysis,2025-09-04,https://www.flightradar24.com/blog/aviation-explainer-series/ursula-von-der-leyen-gps-jamming/
INV-134,SRC-005,◈,fam:other:reuters,REUTERS-PLOVDIV-DENIAL,Reuters Russian denial Plovdiv,2025-09-04,https://www.reuters.com/world/europe/russia-rejects-accusations-over-eu-plane-jamming-fake-2025-09-04/
INV-134,SRC-006,◈,fam:other:viginum,VIGINUM-ROKH-PAGE,VIGINUM Rokh Solis public page,2026-06-11,https://www.sgdsn.gouv.fr/viginum/publications/rokh-solis-analyse-dun-mode-operatoire-informationnel-ayant-cible-les
INV-134,SRC-007,◈,fam:other:viginum,VIGINUM-MUNICIPALES-2026,VIGINUM municipal elections 2026 report,2026-06-11,https://www.sgdsn.gouv.fr/files/files/viginum/Publications/20260611_SGDSN_VIGINUM_Rapport-public_Elections-municipales.pdf
INV-134,SRC-008,◈,fam:other:viginum,VIGINUM-PORTAL-KOMBAT,VIGINUM Portal Kombat follow-up,2024-02-14,https://www.sgdsn.gouv.fr/publications/portal-kombat-suite-des-investigations-sur-le-reseau-structure-et-coordonne-de
INV-134,SRC-009,◈,fam:other:viginum,VIGINUM-RRN-2023,VIGINUM RRN 2023,2023-06-13,https://www.sgdsn.gouv.fr/viginum/publications/rrn-une-campagne-numerique-de-manipulation-de-linformation-complexe-et
INV-134,SRC-010,◈,fam:other:us-doj,DOJ-DOPPELGANGER-2024,US DOJ Doppelganger disruption,2024-09-04,https://www.justice.gov/usao-edpa/pr/justice-department-disrupts-covert-russian-government-sponsored-foreign-malign
INV-134,SRC-011,◈,fam:other:us-treasury,TREASURY-DOPPELGANGER-2024,US Treasury Kremlin-directed influence sanctions,2024-03-20,https://home.treasury.gov/news/press-releases/jy2195
INV-134,SRC-012,◈,fam:other:viginum,VIGINUM-RRN-2025,VIGINUM three years of Russian information operations,2025-02-24,https://www.sgdsn.gouv.fr/files/2025-02/20250224_TLP-CLEAR_NP_SGDSN_VIGINUM_War%20in%20Ukraine_Three%20years%20of%20Russian%20information%20operations_1.0_VF.pdf
INV-134,SRC-013,◈,fam:other:viginum,VIGINUM-STORM-1516-2025,VIGINUM Storm-1516 analysis,2025-05-06,https://www.sgdsn.gouv.fr/publications/analyse-du-mode-operatoire-informationnel-russe-storm-1516
INV-134,SRC-014,◈,fam:other:viginum,VIGINUM-STORM-MACRON-2026,VIGINUM Storm-1516 Macron operation,2026-02-06,https://www.sgdsn.gouv.fr/publications/storm-1516-detection-dune-operation-dingerence-numerique-etrangere-ciblant-emmanuel
INV-134,SRC-015,◈,fam:other:multiagency-cyber,NSA-GRU29155-2024,NSA/FBI/CISA/allies GRU Unit 29155 advisory,2024-09-05,https://www.nsa.gov/Press-Room/Press-Releases-Statements/Press-Release-View/article/3895808/nsa-fbi-cisa-and-allies-issue-advisory-about-russian-military-cyber-actors/
INV-135,SRC-001,◈,fam:other:cnccep,CNCCEP-2017-FINAL,French election control commission final report 2017,2018-02-28,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000036649861
INV-135,SRC-002,◈,fam:other:france-diplomatie,FR-APT28-2025,France official APT28/GRU attribution 2025,2025-04-29,https://www.diplomatie.gouv.fr/fr/presse-et-ressources/decouvrir-et-informer/actualites/russie-attribution-de-cyberattaques-contre-la-france-au-service-de-renseignement-militaire-russe
INV-135,SRC-003,◈,fam:other:anssi-certfr,CERTFR-APT28-2025,CERT-FR APT28 technical report 2025,2025-04-29,https://www.cert.ssi.gouv.fr/cti/CERTFR-2025-CTI-006/
INV-135,SRC-004,◈,fam:other:caps-irsem,CAPS-IRSEM-2018,CAPS IRSEM information manipulation report,2018-08-28,https://www.diplomatie.gouv.fr/IMG/pdf/les_manipulations_de_l_information_2__cle04b2b6.pdf
INV-135,SRC-005,◈,fam:other:first-monday,FERRARA-MACRONLEAKS-2017,Ferrara MacronLeaks social bot study,2017-07-31,https://firstmonday.org/ojs/index.php/fm/article/download/8005/6516
INV-135,SRC-006,◈,fam:other:euronews,EURONEWS-MACRONLEAKS-2017,Macron campaign hack statement coverage,2017-05-06,https://www.euronews.com/2017/05/06/france-le-macronleaks-dernier-soubresaut-avant-le-second-tour-de-la
INV-135,SRC-007,◈,fam:other:us-doj,DOJ-NETYKSHO-2018,DOJ Netyksho GRU indictment,2018-07-13,https://www.justice.gov/archives/sco/file/1080281/dl?inline=
INV-135,SRC-008,◈,fam:other:mueller-report,MUELLER-V1-2019,Mueller report Volume I,2019-04-18,https://www.justice.gov/storage/report_volume1.pdf
INV-135,SRC-009,◈,fam:other:us-ic-senate,ICA-2017,US Intelligence Community assessment 2017,2017-01-06,https://www.intelligence.senate.gov/2017/01/06/publications-assessing-russian-activities-and-intentions-recent-us-elections/
INV-135,SRC-010,◈,fam:other:us-senate,SSCI-V5-2020,Senate Intelligence Volume 5 release,2020-08-18,https://www.intelligence.senate.gov/2020/08/18/press-rubio-statement-senate-intel-release-volume-5-bipartisan-russia-report/
INV-135,SRC-011,◈,fam:other:harvard-berkman,BERKMAN-2017,Berkman 2016 election media ecosystem report,2017-08-16,https://cyber.harvard.edu/publications/2017/08/mediacloud
INV-135,SRC-012,◈,fam:other:oxford-academic,JAMIESON-2020,Oxford hacked content press agenda chapter,2020-08-20,https://academic.oup.com/book/39751/chapter-abstract/339810214
INV-135,SRC-013,◈,fam:other:us-doj,DOJ-IRGC-HACKLEAK-2024,DOJ Iranian hack-and-leak indictment 2024,2024-09-27,https://www.justice.gov/usao-dc/pr/three-irgc-cyber-actors-indicted-hack-and-leak-operation-designed-influence-2024-us
INV-135,SRC-014,◈,fam:other:us-ic,US-IC-IRAN-2024,ODNI FBI CISA Iran stolen material statement,2024-09-18,https://archive.dni.gov/index.php/newsroom/press-releases/press-releases-2024/3994-odni-pr-22
INV-135,SRC-015,◈,fam:other:microsoft-threat-intel,MSFT-IRAN-2024,Microsoft Iran election targeting 2024,2024-08-08,https://blogs.microsoft.com/on-the-issues/2024/08/08/iran-targeting-2024-us-election/
INV-135,SRC-016,◈,fam:other:associated-press,AP-HACKLEAK-MEDIA-2024,AP newsroom response to hacked Trump material,2024-08-13,https://www.pbs.org/newshour/politics/news-outlets-leaked-insider-material-taken-from-trump-campaign-they-chose-not-to-print-it
INV-136,SRC-001,◈,fam:other:belgian-prosecutor,BE-QATAR-2026,Belgian Federal Prosecutor Qatargate procedural review,2026-02-20,https://www.om-mp.be/sites/default/files/media/documents/Persbericht-20-02-2026.pdf
INV-136,SRC-002,◈,fam:other:eu-parliament,EP-QATAR-2023,European Parliament integrity resolution after Qatargate,2023-02-16,https://www.europarl.europa.eu/doceo/document/TA-9-2023-02-16_EN.html
INV-136,SRC-003,◈,fam:other:belgian-prosecutor,BE-PANZERI-2023,Belgian Federal Prosecutor Panzeri repentance agreement,2023-01-17,https://www.om-mp.be/sites/default/files/media/documents/Persbericht-17-01-2023-2.pdf
INV-136,SRC-004,◈,fam:other:euronews,EUR-PANZERI-2023,Panzeri lawyer confirms admissions linked to Qatar and Morocco,2023-01-18,https://www.euronews.com/my-europe/2023/01/18/ex-mep-charged-in-eu-corruption-scandal-admits-links-to-qatar-morocco-lawyer-says
INV-136,SRC-005,◈,fam:other:lemonde,LM-QATAR-2023,Le Monde details Panzeri allegations in Qatargate/Moroccogate,2023-02-25,https://www.lemonde.fr/international/article/2023/02/25/qatargate-et-marocgate-le-repenti-panzeri-detaille-l-affaire-et-met-en-cause-de-nouvelles-personnalites_6163318_3210.html
INV-136,SRC-006,◈,fam:other:reuters,RTR-QATAR-2026,Reuters Avramopoulos arrest warrant in Qatargate probe,2026-06-23,https://www.reuters.com/world/middle-east/belgium-issues-eu-arrest-warrant-ex-commissioner-avramopoulos-qatargate-probe-2026-06-23/
INV-136,SRC-007,◈,fam:other:reuters,RTR-HUAWEI-1,Reuters Belgian prosecutors Huawei-linked corruption probe,2025-03-13,https://www.reuters.com/world/europe/belgian-prosecutors-probe-alleged-corruption-european-parliament-2025-03-13/
INV-136,SRC-008,◈,fam:other:reuters,RTR-HUAWEI-2,Reuters five charged in Huawei bribery probe,2025-03-18,https://www.reuters.com/world/europe/five-charged-european-parliament-huawei-bribery-probe-2025-03-18/
INV-136,SRC-009,◈,fam:other:reuters,RTR-HUAWEI-3,Reuters eight charged in EU Parliament bribery probe,2025-04-04,https://www.reuters.com/world/europe/belgium-charges-eight-people-eu-parliament-bribery-probe-2025-04-04/
INV-136,SRC-010,◈,fam:other:reuters,RTR-HUAWEI-4,Reuters Parliament suspends Huawei lobbyist access,2025-03-14,https://www.reuters.com/world/europe/european-parliament-suspends-access-lobbyists-chinas-huawei-2025-03-14/
INV-136,SRC-011,◈,fam:other:council-europe,COE-IBAC-2018,Council of Europe publication of PACE independent corruption report,2018-04-23,https://www.coe.int/en/web/portal/-/allegations-of-corruption-in-pace-independent-external-investigation-body-publishes-its-report
INV-136,SRC-012,◈,fam:other:pace,PACE-ZERO-2018,PACE zero tolerance follow-up to corruption report,2018-04-26,https://pace.coe.int/en/news/7053/zero-tolerance-for-corruption-within-pace
INV-136,SRC-013,◈,fam:other:pace,PACE-SANCTIONS-2018,PACE sanctions four members after corruption report,2018-05-16,https://pace.coe.int/en/news/7066/allegations-of-corruption-within-the-assembly-committee-deprives-four-members-of-certain-rights
INV-136,SRC-014,◈,fam:other:pace,PACE-LAUNDROMAT-2019,PACE report on money laundering and Volonte payment chain,2019-03-04,https://assembly.coe.int/nw/xml/XRef/Xref-XML2HTML-EN.asp?fileid=27474&lang=en
INV-136,SRC-015,◈,fam:other:ansa,ANSA-VOLONTE-2021,ANSA first-instance Volonte corruption conviction,2021-01-11,https://www.ansa.it/english/news/politics/2021/01/11/ex-udc-mp-gets-4-yrs-for-azeri-bribe-on-coe-report_de7dcd11-f5db-494f-9b46-b94d30a63b5a.html
INV-136,SRC-016,◈,fam:other:corriere,COR-VOLONTE-2022,Corriere appeal outcome Volonte corruption case,2022-05-18,https://milano.corriere.it/notizie/cronaca/22_maggio_18/luca-volonte-soldi-dell-azerbaijan-consiglio-ue-prescritta-condanna-corruzione-internazionale-5b438fb4-d676-11ec-a70e-c4b6ac55d57f_amp.html
INV-147,SRC-001,◈,fam:A,LEGIFRANCE-18-11,Article 18-11 - transparence des activités influence pour mandant étranger,2024-07-25,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000050052952
INV-147,SRC-002,◈,fam:B,HATVP-INFLUENCE-2025,Entrée en vigueur du dispositif encadrement influence étrangère,2025-10-01,https://www.hatvp.fr/presse/entree-en-vigueur-du-dispositif-dencadrement-de-linfluence-etrangere/
INV-147,SRC-003,◈,fam:C,AN-CE-ING-N035,Commission enquête ingérences étrangères - examen du rapport compte rendu 35,2023-06-01,https://www.assemblee-nationale.fr/dyn/opendata/CRCANR5L16S2023PO812752N035.html
INV-147,SRC-004,◈,fam:C,AN-CE-ING-N012,Commission enquête ingérences étrangères - audition Bernard Emie compte rendu 12,2023-03-02,https://www.assemblee-nationale.fr/dyn/opendata/CRCANR5L16S2023PO812752N012.html
INV-147,SRC-005,◈,fam:D,VIGINUM-MISSIONS-2026,Les missions de VIGINUM,2026-05-15,https://www.sgdsn.gouv.fr/viginum/comprendre-viginum/les-missions-de-viginum
INV-147,SRC-006,◈,fam:D,VIGINUM-MOI-2026,Définitions et objectifs du mode opératoire informationnel,2026-01-22,https://www.sgdsn.gouv.fr/publications/definitions-et-objectifs-du-concept-de-mode-operatoire-informationnel-moi
INV-147,SRC-007,◈,fam:D,VIGINUM-PORTAL-KOMBAT-2024,Portal Kombat - réseau structuré et coordonné de propagande prorusse,2024-02-12,https://www.sgdsn.gouv.fr/viginum/publications/portal-kombat-un-reseau-structure-et-coordonne-de-propagande-prorusse
INV-147,SRC-008,◈,fam:E,EEAS-FIMI-2023,Tackling foreign information manipulation and interference together,2023-09-28,https://www.eeas.europa.eu/delegations/united-kingdom/tackling-foreign-information-manipulation-and-interference-together_en?s=3225
INV-147,SRC-009,◈,fam:other:council,COUNCIL-RT-SPUTNIK-2022,UE sanctions RT Russia Today et Sputnik,2022-03-02,https://www.consilium.europa.eu/fr/press/press-releases/2022/03/02/eu-imposes-sanctions-on-state-owned-outlets-rtrussia-today-and-sputnik-s-broadcasting-in-the-eu/
INV-147,SRC-010,◈,fam:other:doj,DOJ-FARA-ACT,Foreign Agents Registration Act - Index and Act,2026-09-10,https://www.justice.gov/nsd-fara/fara-index-and-act
