inv_id	workstream	type	family_id	family	authority	physical_source	disposition	article_section	material_yield	justification
INV-103	W9	PRIMARY	F9	Confiance, indignation et exploitation des récits	FIRST_ORDER_RESULT	INV-103_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§10	La défiance institutionnelle française n'est pas un agrégat uniforme. Le run établit une hiérarchie durablement différenciée entre représentation politique nationale/médias et institutions de proximité, de soin ou de protection (`CLM-001..006`). Il sépare également attachement à la démocratie et jugement de son fonctionnement (`CLM-004`). Les déterminants mesurés de confiance — voix politique, position sociale subjective, efficacité/moyens, honnêteté, respect — restent des **associations**. `CLM-007` et `CAU-001..004` interdisent de les convertir en causalité générale sans design d'identification.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-111	W9	PRIMARY	F9	Confiance, indignation et exploitation des récits	FIRST_ORDER_RESULT	INV-111_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§10	INV-111 ferme un mécanisme à étages : la négativité augmente causalement le clic et le feedback social renforce l’expression future d’indignation ; les fils algorithmiques modifient fortement exposition et engagement. L’effet politique aval n’est toutefois pas universel : Meta et YouTube fournissent des contrôles nuls ou limités sur les attitudes, tandis qu’une expérience de terrain sur X ferme un effet causal sur plusieurs opinions. Le modèle robuste est donc `incitation/ranking -> exposition/engagement` avec conversion politique hétérogène, et non `engagement = persuasion` ou `outrage = manipulation`. Ce delta ferme INV-111 comme dépendance d’INV-104 mais laisse INV-106 et INV-107 ouvertes.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-112	W9	PRIMARY	F9	Confiance, indignation et exploitation des récits	FIRST_ORDER_RESULT	INV-112_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§10	INV-112 ferme un modèle à trois mécanismes distincts : (1) des opérations actor-specific exploitent intentionnellement des récits complotistes, Storm-1516 fournissant un cas français attribué ; (2) les mobilisations domestiques peuvent intégrer des cadres complotistes sans commandement central ni causalité unique ; (3) engagement et monétisation peuvent soutenir la production et le partage indépendamment du tasking politique. Le corpus ne ferme pas une chaîne générale exposition→persuasion→effet électoral : visibilité, croyance, protestation et revenu restent des observables distincts.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-119	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-119_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	INV-119 ferme un mécanisme structurel de reproduction et de concentration des élites françaises sans valider un modèle de coordination ou de capture générale. Les gradients sociaux vers les filières sélectives sont élevés et contemporains ; l'ENA autour de 2019-2020 était fortement homogène socialement, mais boursiers, voies Talents et évolutions récentes interdisent le modèle d'une caste totalement fermée. L'Inspection des finances présente historiquement une forte circulation public-privé et fournit un accès professionnel de haut niveau, mais sa structure pyramidale constitue une explication institutionnelle rivale à la capture, et la réforme post-2023 modifie substantiellement le recrutement : les taux historiques ne peuvent donc pas être projetés mécaniquement sur l'IGF actuelle. Les mobilités public-privé sont un canal documenté de risque de conflit d'intérêts, soumis à un contrôle HATVP réel avec réserves et incompatibilités. Le modèle soutenu est `sélection sociale -> accès élitaire -> concentration de trajectoires/réseaux -> opportunités de circulation et de conflit`; les chaînes `réseau -> agenda commun -> coordination` et `revolving door -> décision capturée` restent non fermées. INV-095 peut utiliser les mécanismes supportés de sélection, concentration et accès, mais pas les promouvoir en système coordonné de présélection politique sans traces supplémentaires.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-120	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-120_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	INV-120 ferme un résultat borné : le lobbying bancaire français et européen est dense, spécifique et orienté vers des décisions réglementaires ou fiscales identifiables ; les cas Farkas/AFME et BlackRock établissent en outre des risques d'intégrité sérieux, jusqu'à une constatation de mauvaise administration pour la revolving door EBA->AFME. En revanche, le corpus ne ferme pas une chaîne actor-specific intervention privée -> delta réglementaire précis -> effet. Les flexibilités CRR/FRTB sont aussi explicitement reliées par la Commission à des causes institutionnelles concurrentes, notamment coordination internationale et level playing field. Influence structurelle et risques de conflit sont donc établis ; capture décisionnelle spécifique non démontrée.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-121	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-121_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	INV-121 ferme un résultat borné : des entreprises pharmaceutiques déclarent un lobbying précis sur PLFSS, financement et régulation, tandis que l’EMA reconnaît et encadre des risques réels de conflits d’intérêts et d’interactions pré-soumission. Le refus d’Aduhelm fournit cependant un contrôle direct contre un modèle de détermination mécanique par le sponsor, et le dossier Pfizer/messages ferme une défaillance de transparence et d’archivage sans fermer une causalité sur prix, quantité ou clauses du marché. Les capacités d’influence et les risques d’intégrité sont donc établis ; aucune capture actor-specific d’une recommandation, autorisation, remboursement ou procurement n’est démontrée dans l’échantillon.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-122	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-122_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	INV-122 ferme un résultat borné : les industriels de défense français et européens déclarent des actions de lobbying explicitement liées à la LPM, au PLF, à des programmes et marchés ; l'interdépendance État-BITD est documentée, mais le corpus ne ferme pas une causalité spécifique lobbying -> décision ni une capture par expertise financée. Les chronologies A400M montrent des arbitrages publics non réductibles au seul intérêt industriel. Accès, contrat et financement d'expertise ne valent donc ni commandement ni capture sans empreinte décisionnelle démontrée.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-124	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-124_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	La coercition/exclusion financière existe sous des architectures qu'il faut séparer. Les sanctions publiques ferment explicitement l'arête `autorité -> interdiction/gel -> accès financier`. Le de-risking AML/KYC privé peut être légitime ou injustifié et provoquer une exclusion réelle, mais ne prouve pas en soi un motif politique ni un commandement étatique. Les contrôles britanniques, y compris Farage, montrent des défauts de procédure et de gouvernance sans établir une pratique générale de fermeture fondée principalement sur les opinions politiques.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-125	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-125_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	INV-125 establishes that digital dependence becomes an observed leverage point only when a concrete control edge is exercised or materially constrains exit. EU cloud concentration and switching frictions are real but do not establish provider political coercion; the Data Act is a direct mitigation. Extraterritorial US legal reach produced French governance and contractual safeguards in the Health Data Hub and SecNumCloud, but no exercised US access is established. Semiconductor export controls provide the strongest exercised constraint: licensing rules alter ASML shipment and compliance and may materially affect sales. Broader semiconductor and cable dependencies remain strategic exposures whose coercive conversion requires actor-specific attribution and downstream effect.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-126	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-126_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	INV-126 établit une baseline de discrimination : la représentation des corps intermédiaires produit légalement un accès privilégié, peut être tracée jusqu’à une norme ou une concession dans certains cas, et peut comporter une amplification procédurale mesurable. Mais l’accès n’implique ni adoption ni contrôle : la réforme des retraites 2023 fournit un contre-cas fort, le Parlement conserve des filtres sur les ANI, et aucune chaîne générale vers tasking, dépendance décisionnelle, quid pro quo ou capture n’est fermée.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-127	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-127_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	INV-127 ferme le mécanisme générique du soft power culturel et académique jusqu'aux couches réellement démontrables : budget/mandat -> programme -> exposition ou mobilité -> compétences, contacts, réseaux et parfois attitudes. La France finance explicitement une diplomatie culturelle d'influence ; Eiffel vise explicitement la formation de futurs décideurs étrangers et France Alumni entretient les liens à grande échelle. Erasmus+ ferme une infrastructure massive de mobilité et des effets robustes sur certains réseaux/compétences, mais les études longitudinales et pré-post sont contradictoires sur un effet uniforme d'identité européenne. Aucun footprint borné ne ferme bourse/exposition/affinité -> tasking, capture ou décision politique précise. La frontière avec l'ingérence reste institution-spécifique : affiliation étatique ou promotion culturelle ne suffisent pas ; il faut des propriétés supplémentaires de coercition, clandestinité, tromperie, corruption ou contrôle documenté. Le modèle soutenu est donc une infrastructure d'exposition et de relations aux effets hétérogènes, non une chaîne automatique d'alignement politique.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-128	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-128_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	`CLM-001..009` établit que l'influence-for-hire est un marché privé réel de services opaques ou trompeurs, utilisable par des clients publics ou privés, domestiques ou étrangers. Le résultat discriminant n'est pas l'existence du marché mais la **décroissance de preuve le long de la chaîne** : `capacité -> action -> client/tasking -> exposition -> persuasion -> résultat`. Team Jorge ferme surtout capacité/action, pas le palmarès électoral ni plusieurs clients. STOIC ferme opérateur/action mais le client ministériel reste contesté et la portée authentique mesurée est faible. Alp Services ferme le mieux client/paiement/tasking à partir du corpus interne, avec rebuttal conservé. `CLM-008 / CAU-001..002` interdit de convertir existence d'une opération en efficacité politique.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-130	W2	PRIMARY	F2	Puissances étrangères, diplomatie, diasporas et réseaux	FIRST_ORDER_RESULT	INV-130_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§3	Le corpus ferme plusieurs mécanismes marocains en France sans les fusionner en un système unique. Le droit français distingue explicitement influence étrangère légitime et ingérence. Des canaux étatiques marocains de recrutement, financement, formation et désignation d'imams ferment une chaîne institutionnelle vers l'organisation du culte en France, mais pas une chaîne diaspora -> relais politique ou électoral. Les groupes d'amitié franco-marocains ont publiquement et de façon répétée plaidé pour un soutien français accru au plan marocain d'autonomie du Sahara avant le changement de position français de 2024 ; la séquence et l'alignement sont établis, pas la contribution causale marginale du groupe à la décision présidentielle. Pegasus ferme plus fortement une chaîne de ciblage clandestin de responsables français liée au Maroc que toute arête aval de levier politique. Moroccogate fournit un comparateur matériel de corruption/tasking allégué, mais les pièces publiques inspectées ne ferment pas conjointement paiement/tasking DGED et décision européenne causée. Aucune architecture coordonnée transversale ni effet électoral général n'est établi.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-131	W2	PRIMARY	F2	Puissances étrangères, diplomatie, diasporas et réseaux	FIRST_ORDER_RESULT	INV-131_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§3	Le corpus ferme plusieurs mécanismes algériens en France sans les fusionner en une architecture unique. L'État algérien exerce une influence institutionnelle explicite sur une partie de l'organisation du culte musulman via subventions, imams détachés et relations avec la Grande Mosquée de Paris. Les instruments consulaires et diplomatiques constituent des leviers réciproques observables, mais l'épisode français de restriction générale des visas fournit un contrôle négatif important : existence d'un levier ne signifie pas efficacité coercitive. L'affaire Amir Boukhors documente une opération clandestine violente et des liens officiels algériens faisant l'objet de procédures judiciaires, sans fermer encore la chaîne de tasking/commandement étatique. Aucune chaîne publique ne démontre un pilotage politique général de la diaspora algérienne ni un effet électoral français.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-132	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-132_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	Le corpus discrimine quatre niveaux souvent fusionnés sous l'étiquette « réseau d'élites ». Bilderberg ferme sélection, coprésence et échange confidentiel, sans résolution, vote, tasking ni décision attribuable. French-American Foundation Young Leaders et WEF Young Global Leaders ferment sélection, socialisation, formation et capacité de collaboration, sans arête documentée vers un commandement politique ultérieur des alumni. ERT constitue un contrôle positif plus fort : organe décisionnel, groupes de travail, recommandations collectives et accès direct aux institutions ferment une coordination organisationnelle d'intérêts et un accès institutionnel. Même dans ce cas, aucune empreinte versionnée ne ferme `ERT -> modification précise -> adoption`; la Commission attribue explicitement sa Boussole de compétitivité au rapport Draghi.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-134	W0	PRIMARY	F0	Attribution, symétrie et standards de qualification	FIRST_ORDER_RESULT	INV-134_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§10	`CLM-001..009` transforme l'attribution d'ingérence en **graphe de preuve arête par arête**, au lieu d'un label binaire. La force peut décroître ou augmenter entre `incident`, `artefact`, `opérateur`, `intermédiaire`, `commanditaire/État`, `tasking/intention`, `exposition` et `effet`. Plovdiv montre qu'un récit institutionnel peut se dégrader sous contrôle technique sans que le démenti adverse devienne vrai par défaut. Rokh Solis et Portal Kombat ferment des maillons techniques/opérateurs mais pas le commanditaire. RRN/Doppelganger ferme beaucoup plus haut la chaîne publique grâce à des documents internes décrits par le DOJ et une désignation administrative distincte du Trésor, sans devenir pour autant un jugement pénal définitif. Storm-1516 impose de ne pas importer automatiquement une attribution cyber GRU vers une opération informationnelle. `CAU-001..002` maintient l'effet démocratique non établi.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-135	W8	PRIMARY	F8	Élections, financement, ciblage, amplification et procédure	FIRST_ORDER_RESULT	INV-135_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§8	`CLM-001..009` remplace le label global « hack-and-leak » par une chaîne falsifiable : `compromission → vol → attribution → intégrité → timing → publication → amplification → exposition → persuasion → résultat → contrefactuel`. Chaque arête doit être prouvée séparément. MacronLeaks montre une attribution qui évolue avec le temps : prudence/non-attribution publique française en 2017-2018, puis attribution officielle GRU/APT28 en 2025, sans que le dossier public inspecté fournisse pour autant une authentification exhaustive de l'archive ou transforme l'incertitude historique en faute méthodologique. DNC/Podesta ferme beaucoup plus haut l'opération, le vol, le canal et le timing, mais `CAU-001..002` maintient le résultat électoral contrefactuel non identifié. Iran/Trump 2024 sert de contrôle symétrique et montre que la décision des médias de publier ou non est un gate d'amplification distinct.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-136	W3	PRIMARY	F3	Institutions européennes, droit, régulation et coercition	FIRST_ORDER_RESULT	INV-136_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§4	`CLM-001..009` établit que la corruption étrangère doit être traitée comme une chaîne `valeur -> payeur -> intermédiaire -> responsable -> quid pro quo -> acte -> effet`, et non comme une étiquette déduite de l'origine étrangère ou de la présence d'argent. Qatargate ferme fortement l'existence de l'enquête et certains aveux/éléments de réseau, mais pas la culpabilité générale ni chaque chaîne Maroc/Qatar. Huawei ferme procédure, mécanisme allégué et inculpations, pas condamnation ni effet politique spécifique. Azerbaïdjan/PACE fournit la chaîne la plus dense jusqu'à un acte politique ciblé et un jugement de première instance, mais l'issue d'appel doit rester jointe à toute citation du cas Volontè. `CAU-001..002` maintient l'effet contrefactuel général non établi.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-137	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-137_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	`CLM-001..009` remplace l'alternative binaire « renseignement vrai / propagande » par une chaîne falsifiable : `évaluation -> confiance -> sélection/déclassification -> briefing -> cadrage médiatique -> réaction -> validation/correction`. La divulgation peut être une influence stratégique volontaire et exacte; elle devient problématique lorsque provenance, confiance ou caveats sont perdus, sur-certifiés ou intentionnellement trompeurs. Ukraine 2022 fournit le contrôle positif : l'alerte centrale d'invasion était substantiellement correcte, sans valider tous les sous-claims publics. Les « Russian bounties » fournissent le contrôle de dégradation : le récit public initial a dépassé la confiance ensuite divulguée, sans preuve d'une manipulation intentionnelle. Nord Stream montre un renseignement anonyme caveaté, partiellement corroboré ensuite au niveau participant, sans fermer le commanditaire étatique. `CAU-001..002` maintient les effets comportementaux/politiques non identifiés.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-138	W2	PRIMARY	F2	Puissances étrangères, diplomatie, diasporas et réseaux	FIRST_ORDER_RESULT	INV-138_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§3	La France fournit un contrôle symétrique matériel : elle emploie elle-même un portefeuille documenté allant de l'influence ouverte et consentie à la conditionnalité, aux opérations militaires informationnelles, aux interventions directes dans des rapports de force internes et à une opération trompeuse liée à des individus associés à l'armée. Ce résultat ne permet pas de tout appeler « ingérence » ; il impose au contraire une qualification par propriétés : visibilité, consentement, base juridique, tasking, coercition/clandestinité et effet.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-139	W3	PRIMARY	F3	Institutions européennes, droit, régulation et coercition	RECOVERY_ONLY	INV-146_SYNTHESIS.md	DIRECT_MATERIAL_USE	§4	Direct handoff unavailable. Bounded terminal recovery is explicitly preserved inside INV-146 synthesis; use only the statements attributed there, without reconstruction.	Récupération bornée conservée à autorité dégradée; aucune promotion au rang de handoff original.
INV-140	W8	PRIMARY	F8	Élections, financement, ciblage, amplification et procédure	RECOVERY_ONLY	INV-146_SYNTHESIS.md	DIRECT_MATERIAL_USE	§8	Direct handoff unavailable. Bounded terminal recovery is explicitly preserved inside INV-146 synthesis; use only the statements attributed there, without reconstruction.	Récupération bornée conservée à autorité dégradée; aucune promotion au rang de handoff original.
INV-141	W10	PRIMARY	F10	Pouvoir structurel, infrastructures, coercition et élites	FIRST_ORDER_RESULT	INV-141_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§9	mercenary spyware becomes a demonstrable influence mechanism only when downstream use/effect is independently closed. Poland/Brejza closes `compromise -> exfiltration -> manipulated media reuse` case-specifically; Koukakis closes a behavioral-chilling edge; France/Morocco strengthens compromise/client attribution but not downstream political use; Spain supplies an authorization control.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-142	W7	PRIMARY	F7	Médias, plateformes, visibilité et sélection informationnelle	FIRST_ORDER_RESULT	INV-142_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§7	concealed sponsored/source-laundered influence is verified under multiple forms: hidden paid influencers, scripted recruitment, shell/intermediary funding, fake media/typosquatting and coordinated relays. Transparent paid content is a control, not clandestine by definition. Measured reach can be large, but persuasion/electoral/policy effects remain unclosed.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-143	W8	PRIMARY	F8	Élections, financement, ciblage, amplification et procédure	FIRST_ORDER_RESULT	INV-143_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§8	Institutional timing/publicity can materially alter electoral competition case-specifically through reputational shock, direct eligibility constraint or norm-deviating disclosure. The timing/effect edges are better supported than partisan intent: Fillon shows campaign shock plus institutional tensions but no CSM-established executive pressure/tasking; Le Pen shows direct legal eligibility effects with later appellate modification but no demonstrated political tasking of timing; Comey is a positive control for a documented norm departure without evidence of partisan motive. Generalized partisan instrumentalization and changed-election causal effect are NOT_ESTABLISHED.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-145	W0	PRIMARY	F0	Attribution, symétrie et standards de qualification	FIRST_ORDER_RESULT	INV-145_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§10	FARA, le dispositif français et le projet européen ne qualifient pas le même objet de transparence étrangère. L'asymétrie textuelle et de périmètre est démontrée ; une asymétrie d'enforcement fondée sur le statut allié/adversaire ne l'est pas.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-147	W0	PRIMARY	F0	Attribution, symétrie et standards de qualification	FIRST_ORDER_RESULT	INV-147_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§10	Le corpus n’établit pas la thèse forte d’un double standard géopolitique systématique à mécanisme et niveau de preuve comparables. Il établit en revanche une asymétrie située en amont : certains mandats et régimes juridiques construisent explicitement une population de cas étrangers ou non-UE. Le dispositif français de transparence exclut les mandants des États membres de l’UE et VIGINUM a un mandat d’ingérence numérique étrangère. Cela peut produire une distribution asymétrique des cas observés sans démontrer un seuil probatoire ou une sanction discrétionnairement plus sévères contre les adversaires. La commission d’enquête française de 2023 fournit un signal partiel d’asymétrie d’attention : Russie et Chine sont présentées comme les deux principales menaces, tandis que le traitement américain à la « lisière » du champ est contesté au sein même de la commission. Les confondeurs de menace, périmètre, temps et disponibilité des preuves empêchent toutefois d’identifier le camp comme cause marginale.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
